token	lemma	pos	morphosyntactic_features	author	text_id	title	line_number
.	.	PUNCT	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	6
Eminus	Eminus	PROPN	{Case: [nominative], Gender: [masculine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	7
haec	hic	DET	{Case: [accusative], Gender: [neuter], Number: [plural]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	7
veteri	uetus	ADJ	{Case: [dative], Gender: [masculine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	7
persolvere	persoluo	VERB	{VerbForm: [infinitive, infinitive], Tense: [present], Voice: [active]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	7
justa	justus	ADJ	{Case: [accusative], Gender: [neuter], Number: [plural]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	7
Magistro	magistrus	PROPN	{Case: [accusative], Gender: [masculine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	7
,	,	PUNCT	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	7
Et	et	CCONJ	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	8
procul	procul	ADV	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	8
exsequias	exsequias	VERB	{Case: [accusative], Gender: [neuter], Number: [plural], VerbForm: [participle], Voice: [active]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	8
,	,	PUNCT	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	8
qua	qui	PRON	{Case: [ablative], Gender: [feminine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	8
licet	licet	VERB	{Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	8
,	,	PUNCT	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	8
ire	eo	VERB	{VerbForm: [infinitive, infinitive], Tense: [present], Voice: [active]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	8
paro	paro	VERB	{Mood: [indicative], Number: [singular], Person: [first], Tense: [present], VerbForm: [finite], Voice: [active]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	8
.	.	PUNCT	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	8
Upsalides	Upsalides	PROPN	{Case: [nominative], Gender: [masculine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	9
me	ego	PRON	{Case: [ablative], Gender: [masculine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	9
cum	cum	ADP	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	9
certant	certo	VERB	{Mood: [indicative], Number: [plural], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	9
moerore	moeror	NOUN	{Case: [ablative], Gender: [masculine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	9
Camenae	Camena	PROPN	{Case: [genitive], Gender: [feminine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	9
,	,	PUNCT	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	9
Magna	magnus	ADJ	{Case: [ablative], Gender: [feminine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	10
quibus	qui	PRON	{Case: [ablative], Gender: [neuter], Number: [plural]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	10
quondam	quondam	ADV	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	10
cura	cura	NOUN	{Case: [nominative], Gender: [feminine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	10
que	que	CCONJ	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	10
spes	spes	NOUN	{Case: [nominative], Gender: [feminine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	10
que	que	PRON	{Case: [nominative], Gender: [feminine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	10
fuit	sum	AUX	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	10
.	.	PUNCT	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	10
Alternis	Alternus	ADJ	{Case: [ablative], Gender: [neuter], Number: [plural]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	11
illae	ille	DET	{Case: [accusative], Gender: [masculine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	11
juvenem	juven	NOUN	{Case: [accusative], Gender: [masculine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	11
fovere	foveo	VERB	{VerbForm: [infinitive, infinitive], Tense: [present], Voice: [active]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	11
lacertis	lacertis	VERB	{Case: [ablative], Gender: [feminine], Number: [plural], VerbForm: [participle], Voice: [passive]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	11
,	,	PUNCT	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	11
Nectar	Nectar	NOUN	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	12
et	et	CCONJ	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	12
alterna	alternus	ADJ	{Case: [nominative], Gender: [feminine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	12
saepe	saepe	ADV	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	12
dedere	dedo	VERB	{VerbForm: [infinitive, infinitive], Tense: [present], Voice: [active]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	12
manu	manus	NOUN	{Case: [ablative], Gender: [feminine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	12
.	.	PUNCT	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	12
Illae	Illa	DET	{Case: [nominative], Gender: [feminine], Number: [plural]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	13
florentem	florens	VERB	{Case: [accusative], Gender: [feminine], Number: [singular], Tense: [present], VerbForm: [participle], Voice: [active]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	13
fronti	frons	NOUN	{Case: [dative], Gender: [feminine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	13
posuere	pono	VERB	{Mood: [indicative], Number: [plural], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	13
corollam	corolla	NOUN	{Case: [accusative], Gender: [feminine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	13
,	,	PUNCT	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	13
Cum	cum	SCONJ	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	14
gregis	grex	NOUN	{Case: [genitive], Gender: [masculine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	14
Aonii	Aonius	PROPN	{Case: [genitive], Gender: [masculine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	14
gloria	gloria	NOUN	{Case: [nominative], Gender: [feminine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	14
magna	magnus	ADJ	{Case: [nominative], Gender: [feminine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	14
foret	sum	AUX	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	14
.	.	PUNCT	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	14
Optabant	Optabant	VERB	{Mood: [indicative], Number: [plural], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	15
que	que	CCONJ	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	15
sibi	se	PRON	{Case: [dative], Gender: [masculine], Number: [plural]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	15
columen	columen	NOUN	{Case: [accusative], Gender: [neuter], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	15
sedem	sedes	NOUN	{Case: [accusative], Gender: [feminine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	15
que	que	PRON	{Case: [accusative], Gender: [neuter], Number: [plural]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	15
parabant	paro	VERB	{Mood: [indicative], Number: [plural], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	15
,	,	PUNCT	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	15
Et	et	CCONJ	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	16
secum	sui cum	PRON	{Case: [ablative]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	16
longas	longus	ADJ	{Case: [accusative], Gender: [feminine], Number: [plural]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	16
increpuere	increpesco	VERB	{VerbForm: [infinitive, infinitive], Tense: [present], Voice: [active]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	16
moras	mora	NOUN	{Case: [accusative], Gender: [feminine], Number: [plural]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	16
.	.	PUNCT	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	16
Dilectum	Dilectus	PROPN	{Case: [accusative], Gender: [masculine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	17
sed	sed	CCONJ	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	17
terra	terra	NOUN	{Case: [nominative], Gender: [feminine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	17
parens	parens	VERB	{Case: [nominative], Gender: [feminine], Number: [singular], VerbForm: [participle], Voice: [active]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	17
poscebat	posco	VERB	{Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	17
alumnum	alumnus	NOUN	{Case: [accusative], Gender: [masculine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	17
,	,	PUNCT	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	17
Laeta	Laeta	PROPN	{Case: [nominative], Gender: [feminine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	18
sibi	se	PRON	{Case: [dative]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	18
tantum	tantum	ADV	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	18
se	se	PRON	{Case: [accusative], Gender: [masculine], Number: [plural]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	18
genuisse	genuisse	VERB	{VerbForm: [infinitive, infinitive], Tense: [past], Voice: [active]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	18
decus	decus	NOUN	{Case: [accusative], Gender: [neuter], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	18
.	.	PUNCT	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	18
Formandum	Formandum	VERB	{Case: [accusative], Gender: [neuter], VerbForm: [gerundive, participle], Number: [singular], Tense: [future], Voice: [passive]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	19
que	que	CCONJ	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	19
suae	suus	ADJ	{Case: [genitive], Gender: [feminine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	19
florem	flos	NOUN	{Case: [accusative], Gender: [masculine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	19
dedit	do	VERB	{Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	19
alma	alma	NOUN	{Case: [nominative], Gender: [feminine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	19
juventae	juventus	NOUN	{Case: [genitive], Gender: [feminine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	19
,	,	PUNCT	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	19
Auspicium	Auspicius	PROPN	{Case: [accusative], Gender: [masculine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	20
multis	multus	ADJ	{Case: [ablative], Number: [plural]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	20
plausibus	plausus	NOUN	{Case: [ablative], Gender: [feminine], Number: [plural]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	20
illud	ille	DET	{Case: [nominative], Gender: [neuter], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	20
erat	sum	AUX	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	20
.	.	PUNCT	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	20
Nullius	Nullus	ADJ	{Case: [ablative], Number: [plural]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	21
ore	os	NOUN	{Case: [ablative], Gender: [neuter], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	21
magis	magis	ADV	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	21
profecit	proficio	VERB	{Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	21
patria	patria	NOUN	{Case: [nominative], Gender: [feminine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	21
pubes	pubes	NOUN	{Case: [nominative], Gender: [masculine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	21
,	,	PUNCT	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	21
Et	et	CCONJ	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	22
magis	magis	ADV	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	22
a	ab	ADP	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	22
nulla	nullus	ADJ	{Case: [ablative], Gender: [feminine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	22
pendula	pendulus	ADJ	{Case: [ablative], Gender: [feminine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	22
voce	uox	NOUN	{Case: [ablative], Gender: [feminine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	22
fuit	sum	AUX	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	22
.	.	PUNCT	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	22
Hoc	hic	DET	{Case: [ablative], Gender: [masculine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	23
Duce	Dux	NOUN	{Case: [ablative], Gender: [masculine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	23
Romanae	Romanus	ADJ	{Case: [genitive], Gender: [feminine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	23
sentiri	sentior	VERB	{VerbForm: [infinitive, infinitive], Tense: [present], Voice: [passive]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	23
gratia	gratia	NOUN	{Case: [ablative], Gender: [feminine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	23
Suadae	Suadae	PROPN	{Case: [genitive], Gender: [masculine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	23
Coepit	Coepi	VERB	{Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	24
,	,	PUNCT	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	24
et	et	CCONJ	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	24
a	ab	ADP	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	24
tenera	tenera	ADJ	{Case: [ablative], Gender: [feminine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	24
plenius	plene	ADV	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	24
aure	auris	NOUN	{Case: [ablative], Gender: [feminine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	24
bibi	bibo	VERB	{Mood: [indicative], Number: [singular], Person: [first], Tense: [past], VerbForm: [finite], Voice: [active]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	24
.	.	PUNCT	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	24
Hoc	hic	DET	{Case: [ablative], Gender: [masculine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	25
duce	dux	NOUN	{Case: [ablative], Gender: [masculine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	25
non	non	PART	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	25
solitum	soleo	VERB	{Case: [accusative], Gender: [masculine], Number: [singular], Tense: [past], VerbForm: [participle], Voice: [passive]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	25
juvenilia	juvenilis	ADJ	{Case: [accusative], Gender: [neuter], Number: [plural]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	25
pectora	pectus	NOUN	{Case: [accusative], Gender: [neuter], Number: [plural]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	25
cultum	cultus	NOUN	{Case: [accusative], Gender: [masculine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	25
Hausere	Hausere	PROPN	{Case: [ablative], Gender: [masculine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	26
,	,	PUNCT	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	26
et	et	CCONJ	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	26
studiis	studium	NOUN	{Case: [ablative], Gender: [neuter], Number: [plural]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	26
incaluere	incaluo	VERB	{VerbForm: [infinitive, infinitive], Tense: [present], Voice: [active]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	26
suis	suus	ADJ	{Case: [dative], Gender: [masculine], Number: [plural]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	26
.	.	PUNCT	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	26
Patria	patria	NOUN	{Case: [nominative], Gender: [feminine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	27
sis	sum	AUX	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	27
testis	testis	NOUN	{Case: [nominative], Gender: [masculine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	27
,	,	PUNCT	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	27
meritas	meritas	NOUN	{Case: [nominative], Gender: [feminine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	27
que	qui	PRON	{Case: [nominative], Gender: [feminine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	27
nec	neque	ADV	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	27
abnue	abnue	ADV	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	27
laudes	laus	NOUN	{Case: [nominative], Gender: [feminine], Number: [plural]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	27
.	.	PUNCT	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	27
Plus	plus	ADJ	{Case: [accusative], Gender: [neuter], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	28
quam	quam	ADV	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	28
Fama	fama	NOUN	{Case: [nominative], Gender: [feminine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	28
